ID;Municipios;Poblacion;Densidad Comercial;Renta Por Hogar
43906;Ampolla, L';3’440;445.4; 28’000 € 
43907;Canonja, La;5’930;301.7; 34’100 € 
44001;Ababuj;80;0; 26’900 € 
44002;Abejuela;60;0; 26’900 € 
44003;Aguatón;20;0; 26’900 € 
44004;Aguaviva;550;365.6; 27’200 € 
44005;Aguilar del Alfambra;80;0; 26’900 € 
44006;Alacón;230;297.9; 22’850 € 
44007;Alba;180;0; 25’050 € 
44008;Albalate del Arzobispo;1’980;178.6; 28’050 € 
44009;Albarracín;990;101; 29’350 € 
44010;Albentosa;290;1394.6; 30’200 € 
44011;Alcaine;50;0; 26’900 € 
44012;Alcalá de la Selva;350;0; 32’100 € 
44013;Alcañiz;16’030;461.5; 31’050 € 
44014;Alcorisa;3’290;272.4; 30’650 € 
44016;Alfambra;480;352; 27’500 € 
44017;Aliaga;330;1201.2; 30’900 € 
44019;Alobras;70;0; 26’900 € 
44020;Alpeñés;20;0; 26’900 € 
44021;Allepuz;130;0; 28’450 € 
44022;Alloza;580;0; 26’450 € 
44024;Anadón;30;0; 26’900 € 
44025;Andorra;7’330;461.9; 35’550 € 
44026;Arcos de las Salinas;110;0; 23’000 € 
44027;Arens de Lledó;220;0; 24’950 € 
44028;Argente;200;0; 26’400 € 
44029;Ariño;680;87.6; 33’700 € 
44031;Azaila;100;0; 26’900 € 
44032;Bádenas;20;0; 26’900 € 
44033;Báguena;280;0; 24’350 € 
44034;Bañón;150;0; 28’000 € 
44035;Barrachina;110;0; 30’400 € 
44036;Bea;30;0; 26’900 € 
44037;Beceite;540;0; 25’650 € 
44038;Belmonte de San José;120;0; 22’700 € 
44039;Bello;220;0; 25’050 € 
44040;Berge;240;0; 29’050 € 
44041;Bezas;60;0; 26’900 € 
44042;Blancas;130;0; 21’000 € 
44043;Blesa;80;0; 26’900 € 
44044;Bordón;120;0; 23’650 € 
44045;Bronchales;420;471.7; 27’100 € 
44046;Bueña;50;0; 26’900 € 
44047;Burbáguena;210;0; 27’000 € 
44048;Cabra de Mora;70;0; 26’900 € 
44049;Calaceite;980;407.3; 23’950 € 
44050;Calamocha;4’470;750.1; 29’500 € 
44051;Calanda;3’750;82.6; 28’050 € 
44052;Calomarde;80;0; 26’900 € 
44053;Camañas;140;0; 22’850 € 
44054;Camarena de la Sierra;120;0; 29’550 € 
44055;Camarillas;80;0; 26’900 € 
44056;Caminreal;630;534.7; 29’200 € 
44059;Cantavieja;730;245.2; 28’800 € 
44060;Cañada de Benatanduz;30;0; 26’900 € 
44061;Cañada de Verich, La;100;0; 21’550 € 
44062;Cañada Vellida;40;0; 26’900 € 
44063;Cañizar del Olivar;100;0; 32’150 € 
44064;Cascante del Río;70;0; 26’900 € 
44065;Castejón de Tornos;50;0; 26’900 € 
44066;Castel de Cabra;100;0; 26’900 € 
44067;Castelnou;120;0; 22’100 € 
44068;Castelserás;790;519.6; 29’450 € 
44070;Castellar, El;60;0; 26’900 € 
44071;Castellote;690;174.7; 27’100 € 
44074;Cedrillas;610;328.4; 33’900 € 
44075;Celadas;370;0; 32’900 € 
44076;Cella;2’580;376.3; 29’750 € 
44077;Cerollera, La;80;0; 26’900 € 
44080;Codoñera, La;320;851.7; 25’650 € 
44082;Corbalán;110;0; 31’350 € 
44084;Cortes de Aragón;60;0; 26’900 € 
44085;Cosa;60;0; 26’900 € 
44086;Cretas;550;225.2; 22’250 € 
44087;Crivillén;90;0; 26’900 € 
44088;Cuba, La;40;0; 26’900 € 
44089;Cubla;50;0; 26’900 € 
44090;Cucalón;80;0; 26’900 € 
44092;Cuervo, El;70;0; 26’900 € 
44093;Cuevas de Almudén;120;0; 32’550 € 
44094;Cuevas Labradas;140;0; 30’100 € 
44096;Ejulve;180;0; 29’000 € 
44097;Escorihuela;140;0; 23’000 € 
44099;Escucha;780;415.6; 33’550 € 
44100;Estercuel;210;0; 36’100 € 
44101;Ferreruela de Huerva;70;0; 26’900 € 
44102;Fonfría;30;0; 26’900 € 
44103;Formiche Alto;160;322.6; 28’050 € 
44105;Fórnoles;80;0; 26’900 € 
44106;Fortanete;200;0; 24’600 € 
44107;Foz-Calanda;270;0; 28’650 € 
44108;Fresneda, La;460;262.6; 21’900 € 
44109;Frías de Albarracín;110;0; 22’200 € 
44110;Fuenferrada;40;0; 26’900 € 
44111;Fuentes Calientes;90;0; 26’900 € 
44112;Fuentes Claras;430;323.3; 27’950 € 
44113;Fuentes de Rubielos;150;0; 17’750 € 
44114;Fuentespalda;290;0; 23’450 € 
44115;Galve;160;0; 25’950 € 
44116;Gargallo;100;0; 26’900 € 
44117;Gea de Albarracín;380;0; 27’900 € 
44118;Ginebrosa, La;200;0; 23’800 € 
44119;Griegos;140;0; 24’200 € 
44120;Guadalaviar;250;0; 30’700 € 
44121;Gúdar;80;0; 26’900 € 
44122;Híjar;1’770;96; 28’450 € 
44123;Hinojosa de Jarque;110;0; 36’600 € 
44124;Hoz de la Vieja, La;90;0; 26’900 € 
44125;Huesa del Común;70;0; 26’900 € 
44126;Iglesuela del Cid, La;410;0; 26’600 € 
44127;Jabaloyas;60;0; 26’900 € 
44128;Jarque de la Val;60;0; 26’900 € 
44129;Jatiel;50;0; 26’900 € 
44130;Jorcas;30;0; 26’900 € 
44131;Josa;40;0; 26’900 € 
44132;Lagueruela;70;0; 26’900 € 
44133;Lanzuela;30;0; 26’900 € 
44135;Libros;100;0; 26’900 € 
44136;Lidón;50;0; 26’900 € 
44137;Linares de Mora;230;354; 24’400 € 
44138;Loscos;120;0; 24’750 € 
44141;Lledó;170;0; 23’800 € 
44142;Maicas;30;0; 26’900 € 
44143;Manzanera;530;455.4; 22’950 € 
44144;Martín del Río;370;322.6; 35’000 € 
44145;Mas de las Matas;1’270;440.6; 28’250 € 
44146;Mata de los Olmos, La;260;0; 33’700 € 
44147;Mazaleón;500;0; 25’900 € 
44148;Mezquita de Jarque;90;0; 26’900 € 
44149;Mirambel;110;0; 23’550 € 
44150;Miravete de la Sierra;40;0; 26’900 € 
44151;Molinos;240;0; 23’350 € 
44152;Monforte de Moyuela;70;0; 26’900 € 
44153;Monreal del Campo;2’520;579.3; 30’100 € 
44154;Monroyo;320;0; 28’300 € 
44155;Montalbán;1’240;358.1; 32’150 € 
44156;Monteagudo del Castillo;50;0; 26’900 € 
44157;Monterde de Albarracín;60;0; 26’900 € 
44158;Mora de Rubielos;1’540;539.3; 32’400 € 
44159;Moscardón;50;0; 26’900 € 
44160;Mosqueruela;530;376.6; 26’300 € 
44161;Muniesa;570;262.7; 24’550 € 
44163;Noguera de Albarracín;140;0; 24’650 € 
44164;Nogueras;30;0; 26’900 € 
44165;Nogueruelas;210;0; 23’500 € 
44167;Obón;30;0; 26’900 € 
44168;Odón;220;0; 28’250 € 
44169;Ojos Negros;330;318.2; 24’100 € 
44171;Olba;260;0; 19’550 € 
44172;Oliete;340;0; 25’900 € 
44173;Olmos, Los;120;0; 25’750 € 
44174;Orihuela del Tremedal;450;0; 25’900 € 
44175;Orrios;130;0; 29’400 € 
44176;Palomar de Arroyos;170;0; 34’900 € 
44177;Pancrudo;120;0; 28’600 € 
44178;Parras de Castellote, Las;60;0; 26’900 € 
44179;Peñarroya de Tastavins;450;0; 29’650 € 
44180;Peracense;80;0; 26’900 € 
44181;Peralejos;80;0; 26’900 € 
44182;Perales del Alfambra;250;0; 30’050 € 
44183;Pitarque;70;0; 26’900 € 
44184;Plou;50;0; 26’900 € 
44185;Pobo, El;110;0; 30’650 € 
44187;Portellada, La;230;0; 25’200 € 
44189;Pozondón;50;0; 26’900 € 
44190;Pozuel del Campo;60;0; 26’900 € 
44191;Puebla de Híjar, La;910;594.1; 27’400 € 
44192;Puebla de Valverde, La;440;188.8; 28’750 € 
44193;Puertomingalvo;130;0; 19’750 € 
44194;Ráfales;140;0; 19’650 € 
44195;Rillo;90;0; 26’900 € 
44196;Riodeva;130;0; 27’050 € 
44197;Ródenas;60;0; 26’900 € 
44198;Royuela;210;0; 26’150 € 
44199;Rubiales;40;0; 26’900 € 
44200;Rubielos de la Cérida;40;0; 26’900 € 
44201;Rubielos de Mora;630;2405.1; 27’750 € 
44204;Saldón;30;0; 26’900 € 
44205;Samper de Calanda;730;136.8; 28’700 € 
44206;San Agustín;140;0; 18’650 € 
44207;San Martín del Río;140;0; 25’000 € 
44208;Santa Cruz de Nogueras;30;0; 26’900 € 
44209;Santa Eulalia;1’070;262.7; 28’900 € 
44210;Sarrión;1’190;217.8; 28’750 € 
44211;Segura de los Baños;40;0; 26’900 € 
44212;Seno;40;0; 26’900 € 
44213;Singra;80;0; 26’900 € 
44215;Terriente;180;0; 30’150 € 
44216;Teruel;35’990;384.5; 34’500 € 
44217;Toril y Masegoso;40;0; 26’900 € 
44218;Tormón;20;0; 26’900 € 
44219;Tornos;200;0; 31’100 € 
44220;Torralba de los Sisones;160;0; 25’450 € 
44221;Torrecilla de Alcañiz;450;222.2; 24’150 € 
44222;Torrecilla del Rebollar;120;0; 30’200 € 
44223;Torre de Arcas;90;0; 26’900 € 
44224;Torre de las Arcas;20;0; 26’900 € 
44225;Torre del Compte;120;0; 24’800 € 
44226;Torrelacárcel;140;0; 25’700 € 
44227;Torre los Negros;80;0; 26’900 € 
44228;Torremocha de Jiloca;110;0; 30’950 € 
44229;Torres de Albarracín;170;0; 28’550 € 
44230;Torrevelilla;180;1388.9; 22’600 € 
44231;Torrijas;40;0; 26’900 € 
44232;Torrijo del Campo;470;234; 26’700 € 
44234;Tramacastiel;70;0; 26’900 € 
44235;Tramacastilla;100;0; 19’050 € 
44236;Tronchón;60;0; 26’900 € 
44237;Urrea de Gaén;440;160.9; 33’000 € 
44238;Utrillas;3’000;492.8; 34’100 € 
44239;Valacloche;20;0; 26’900 € 
44240;Valbona;180;380.4; 27’300 € 
44241;Valdealgorfa;590;288.6; 23’300 € 
44243;Valdecuenca;30;0; 26’900 € 
44244;Valdelinares;80;0; 26’900 € 
44245;Valdeltormo;290;0; 22’800 € 
44246;Valderrobres;2’460;1038.3; 27’300 € 
44247;Valjunquera;340;0; 24’350 € 
44249;Vallecillo, El;40;0; 26’900 € 
44250;Veguillas de la Sierra;20;0; 26’900 € 
44251;Villafranca del Campo;300;0; 25’250 € 
44252;Villahermosa del Campo;90;0; 26’900 € 
44256;Villanueva del Rebollar de la Sierra;40;0; 26’900 € 
44257;Villar del Cobo;160;0; 26’000 € 
44258;Villar del Salz;70;0; 26’900 € 
44260;Villarluengo;170;0; 26’750 € 
44261;Villarquemado;850;113.5; 27’750 € 
44262;Villarroya de los Pinares;180;0; 24’250 € 
44263;Villastar;550;0; 29’850 € 
44264;Villel;330;0; 23’800 € 
44265;Vinaceite;220;0; 27’800 € 
44266;Visiedo;120;0; 22’100 € 
44267;Vivel del Río Martín;80;0; 26’900 € 
44268;Zoma, La;30;0; 26’900 € 
45001;Ajofrín;2’240;98.4; 25’500 € 
45002;Alameda de la Sagra;3’760;16; 25’700 € 
45003;Albarreal de Tajo;710;0; 23’400 € 
45004;Alcabón;680;0; 20’950 € 
45005;Alcañizo;270;0; 23’100 € 
45006;Alcaudete de la Jara;1’640;279.2; 19’700 € 
45007;Alcolea de Tajo;840;201.7; 24’200 € 
45008;Aldea en Cabo;180;0; 22’500 € 
45009;Aldeanueva de Barbarroya;490;0; 19’500 € 
45010;Aldeanueva de San Bartolomé;410;0; 24’800 € 
45011;Almendral de la Cañada;330;0; 18’400 € 
45012;Almonacid de Toledo;840;118.6; 24’250 € 
45013;Almorox;2’320;470.7; 22’050 € 
45014;Añover de Tajo;5’200;365.8; 26’250 € 
45015;Arcicóllar;960;124.5; 27’150 € 
45016;Argés;6’620;360.2; 33’350 € 
45017;Azután;300;0; 19’400 € 
45018;Barcience;940;0; 24’200 € 
45019;Bargas;10’610;263.8; 31’400 € 
45020;Belvís de la Jara;1’540;129.6; 22’150 € 
45021;Borox;3’980;265.5; 27’150 € 
45022;Buenaventura;420;143.2; 21’750 € 
45023;Burguillos de Toledo;3’390;443.1; 32’350 € 
45024;Burujón;1’320;114; 23’850 € 
45025;Cabañas de la Sagra;1’950;53.7; 25’250 € 
45026;Cabañas de Yepes;300;0; 24’000 € 
45027;Cabezamesada;330;303; 21’150 € 
45028;Calera y Chozas;4’640;383.5; 24’150 € 
45029;Caleruela;210;0; 22’050 € 
45030;Calzada de Oropesa;510;0; 21’150 € 
45031;Camarena;4’240;116; 24’750 € 
45032;Camarenilla;590;0; 22’700 € 
45033;Campillo de la Jara, El;360;323; 18’000 € 
45034;Camuñas;1’730;173.8; 21’800 € 
45035;Cardiel de los Montes;380;0; 20’500 € 
45036;Carmena;780;230.8; 23’250 € 
45037;Carpio de Tajo, El;1’820;322.5; 21’900 € 
45038;Carranque;5’020;205.9; 31’350 € 
45039;Carriches;280;6295; 24’500 € 
45040;Casar de Escalona, El;1’790;172; 20’150 € 
45041;Casarrubios del Monte;6’180;197; 25’150 € 
45042;Casasbuenas;180;0; 24’300 € 
45043;Castillo de Bayuela;920;637.3; 25’700 € 
45045;Cazalegas;1’850;242.7; 21’600 € 
45046;Cebolla;3’200;137.3; 21’300 € 
45047;Cedillo del Condado;4’020;145.6; 25’000 € 
45048;Cerralbos, Los;420;980.9; 22’900 € 
45049;Cervera de los Montes;500;0; 24’050 € 
45050;Ciruelos;620;243.5; 23’050 € 
45051;Cobeja;2’410;160.4; 25’650 € 
45052;Cobisa;4’380;135.7; 41’200 € 
45053;Consuegra;9’940;325.2; 26’900 € 
45054;Corral de Almaguer;5’070;549.7; 22’750 € 
45055;Cuerva;1’280;313.2; 23’700 € 
45056;Chozas de Canales;4’340;269; 22’350 € 
45057;Chueca;250;592.9; 26’700 € 
45058;Domingo Pérez;330;0; 18’250 € 
45059;Dosbarrios;2’260;37.6; 24’400 € 
45060;Erustes;190;0; 22’150 € 
45061;Escalona;3’440;120.6; 22’050 € 
45062;Escalonilla;1’400;0; 23’800 € 
45063;Espinoso del Rey;430;206.9; 21’250 € 
45064;Esquivias;5’750;301.9; 30’000 € 
45065;Estrella, La;210;0; 17’450 € 
45066;Fuensalida;11’790;396; 25’900 € 
45067;Gálvez;3’020;337.3; 25’950 € 
45068;Garciotum;210;0; 25’750 € 
45069;Gerindote;2’400;83.5; 23’900 € 
45070;Guadamur;1’810;0; 28’150 € 
45071;Guardia, La;2’230;390.8; 23’050 € 
45072;Herencias, Las;740;0; 19’850 € 
45073;Herreruela de Oropesa;310;0; 21’700 € 
45074;Hinojosa de San Vicente;410;0; 21’250 € 
45075;Hontanar;140;0; 25’750 € 
45076;Hormigos;810;148.9; 21’750 € 
45077;Huecas;770;0; 26’600 € 
45078;Huerta de Valdecarábanos;1’680;143.8; 23’300 € 
45079;Iglesuela, La;460;216.9; 20’400 € 
45081;Illescas;30’230;326.9; 32’450 € 
45082;Lagartera;1’330;150.3; 24’150 € 
45083;Layos;810;0; 35’800 € 
45084;Lillo;2’570;233.1; 20’450 € 
45085;Lominchar;2’530;0; 25’200 € 
45086;Lucillos;590;0; 21’200 € 
45087;Madridejos;10’230;450.8; 26’050 € 
45088;Magán;3’890;87.3; 25’250 € 
45089;Malpica de Tajo;1’710;222.9; 23’850 € 
45090;Manzaneque;380;0; 22’200 € 
45091;Maqueda;450;532.2; 23’400 € 
45092;Marjaliza;260;0; 20’950 € 
45093;Marrupe;150;0; 23’300 € 
45094;Mascaraque;410;0; 25’050 € 
45095;Mata, La;820;0; 20’950 € 
45096;Mazarambroz;1’260;159; 25’800 € 
45097;Mejorada;1’290;62.6; 24’850 € 
45098;Menasalbas;2’540;486.6; 25’450 € 
45099;Méntrida;5’660;239; 25’550 € 
45100;Mesegar de Tajo;210;0; 21’300 € 
45101;Miguel Esteban;4’810;422.5; 23’400 € 
45102;Mocejón;5’010;505.9; 26’100 € 
45103;Mohedas de la Jara;400;250.6; 19’400 € 
45104;Montearagón;520;536.4; 21’800 € 
45105;Montesclaros;390;0; 22’600 € 
45106;Mora;9’780;390.9; 25’700 € 
45107;Nambroca;4’950;110.6; 35’050 € 
45108;Nava de Ricomalillo, La;520;0; 20’250 € 
45109;Navahermosa;3’600;323.1; 22’750 € 
45110;Navalcán;1’930;286.2; 21’600 € 
45111;Navalmoralejo;60;0; 21’650 € 
45112;Navalmorales, Los;2’200;263.4; 20’200 € 
45113;Navalucillos, Los;2’010;212.3; 20’400 € 
45114;Navamorcuende;610;147.3; 22’950 € 
45115;Noblejas;3’720;134.4; 29’450 € 
45116;Noez;880;170.6; 25’100 € 
45117;Nombela;880;342.1; 13’650 € 
45118;Novés;3’180;34.6; 25’300 € 
45119;Numancia de la Sagra;5’170;453.9; 26’150 € 
45120;Nuño Gómez;140;0; 25’200 € 
45121;Ocaña;13’020;254.1; 25’500 € 
45122;Olías del Rey;8’230;543.9; 39’600 € 
45123;Ontígola;4’740;159.2; 31’150 € 
45124;Orgaz;2’620;227.4; 27’350 € 
45125;Oropesa;2’630;294.7; 24’850 € 
45126;Otero;310;0; 22’000 € 
45127;Palomeque;1’080;0; 24’300 € 
45128;Pantoja;3’410;147; 24’850 € 
45129;Paredes de Escalona;110;0; 22’250 € 
45130;Parrillas;330;0; 21’000 € 
45131;Pelahustán;350;452.2; 19’400 € 
45132;Pepino;3’060;57.2; 39’600 € 
45133;Polán;3’910;296.1; 26’150 € 
45134;Portillo de Toledo;2’220;123.7; 25’900 € 
45135;Puebla de Almoradiel, La;5’040;184.9; 23’200 € 
45136;Puebla de Montalbán, La;7’840;307.4; 26’300 € 
45137;Pueblanueva, La;2’170;165.5; 23’200 € 
45138;Puente del Arzobispo, El;1’190;903.4; 24’550 € 
45139;Puerto de San Vicente;140;0; 19’750 € 
45140;Pulgar;1’480;237.2; 25’350 € 
45141;Quero;980;532.2; 20’950 € 
45142;Quintanar de la Orden;11’130;380.9; 25’900 € 
45143;Quismondo;1’630;110.2; 22’450 € 
45144;Real de San Vicente, El;960;136; 19’900 € 
45145;Recas;4’540;173.7; 24’800 € 
45146;Retamoso de la Jara;100;0; 21’650 € 
45147;Rielves;770;0; 24’550 € 
45148;Robledo del Mazo;260;0; 19’700 € 
45149;Romeral, El;570;0; 23’000 € 
45150;San Bartolomé de las Abiertas;430;269.3; 20’150 € 
45151;San Martín de Montalbán;730;275.9; 21’900 € 
45152;San Martín de Pusa;610;336.1; 21’550 € 
45153;San Pablo de los Montes;1’720;272.8; 20’850 € 
45154;San Román de los Montes;1’970;152.4; 29’100 € 
45155;Santa Ana de Pusa;350;462.4; 19’800 € 
45156;Santa Cruz de la Zarza;4’090;310.4; 24’750 € 
45157;Santa Cruz del Retamar;3’550;171.1; 25’300 € 
45158;Santa Olalla;3’390;226.2; 23’050 € 
45159;Sartajada;100;0; 21’650 € 
45160;Segurilla;1’350;0; 26’600 € 
45161;Seseña;27’470;154.5; 30’500 € 
45162;Sevilleja de la Jara;640;0; 21’100 € 
45163;Sonseca;11’070;345.2; 28’450 € 
45164;Sotillo de las Palomas;190;0; 22’350 € 
45165;Talavera de la Reina;83’480;470.6; 26’500 € 
45166;Tembleque;1’970;504.8; 23’800 € 
45167;Toboso, El;1’700;0; 22’750 € 
45168;Toledo;85’450;412.9; 37’850 € 
45169;Torralba de Oropesa;190;0; 21’700 € 
45170;Torrecilla de la Jara;210;0; 19’300 € 
45171;Torre de Esteban Hambrán, La;1’690;132.9; 24’600 € 
45172;Torrico;700;0; 23’600 € 
45173;Torrijos;13’580;426.5; 27’800 € 
45174;Totanés;350;0; 25’800 € 
45175;Turleque;740;0; 24’150 € 
45176;Ugena;5’630;388.4; 32’000 € 
45177;Urda;2’420;198.3; 23’300 € 
45179;Valdeverdeja;550;0; 20’800 € 
45180;Valmojado;4’430;451; 27’600 € 
45181;Velada;2’910;189.3; 23’800 € 
45182;Ventas con Peña Aguilera, Las;1’080;244.5; 21’350 € 
45183;Ventas de Retamosa, Las;3’680;185.1; 26’500 € 
45184;Ventas de San Julián, Las;230;0; 22’300 € 
45185;Villacañas;9’430;418.4; 23’750 € 
45186;Villa de Don Fadrique, La;3’580;258.1; 21’450 € 
45187;Villafranca de los Caballeros;4’870;214.1; 25’350 € 
45188;Villaluenga de la Sagra;4’030;304.9; 28’750 € 
45189;Villamiel de Toledo;1’000;140.4; 26’100 € 
45190;Villaminaya;510;292.4; 27’150 € 
45191;Villamuelas;610;0; 26’100 € 
45192;Villanueva de Alcardete;3’130;498.4; 24’050 € 
45193;Villanueva de Bogas;690;0; 23’500 € 
45194;Villarejo de Montalbán;70;0; 21’650 € 
45195;Villarrubia de Santiago;2’510;103.7; 27’750 € 
45196;Villaseca de la Sagra;1’860;53.8; 27’900 € 
45197;Villasequilla;2’590;316.2; 27’600 € 
45198;Villatobas;2’570;194.6; 23’350 € 
45199;Viso de San Juan, El;5’260;348.4; 25’950 € 
45200;Yébenes, Los;5’800;355.8; 27’900 € 
45201;Yeles;5’780;91.9; 25’750 € 
45202;Yepes;5’300;178.4; 26’350 € 
45203;Yuncler;4’340;144.6; 25’950 € 
45204;Yunclillos;790;0; 25’950 € 
45205;Yuncos;10’810;170.1; 26’000 € 
45901;Santo Domingo-Caudilla;1’090;0; 24’350 € 
46001;Ademuz;1’030;374.9; 24’150 € 
46002;Ador;1’740;0; 26’600 € 
46003;Atzeneta d'Albaida;1’140;0; 27’300 € 
46004;Agullent;2’370;105.5; 27’550 € 
46005;Alaquàs;29’650;240.7; 27’550 € 
46006;Albaida;5’970;415.7; 29’600 € 
46007;Albal;16’650;436.8; 29’550 € 
46008;Albalat de la Ribera;3’370;91.2; 26’650 € 
46009;Albalat dels Sorells;4’110;133.6; 33’300 € 
46010;Albalat dels Tarongers;1’320;0; 28’750 € 
46011;Alberic;10’570;268.1; 27’200 € 
46012;Alborache;1’280;584.6; 27’100 € 
46013;Alboraya;24’900;623; 37’650 € 
46014;Albuixech;4’190;57.3; 30’800 € 
46015;Alcàsser;10’270;237.7; 27’950 € 
46016;Alcàntera de Xúquer;1’430;925.3; 25’850 € 
46017;Alzira;44’860;608.9; 30’400 € 
46018;Alcublas;610;368.9; 20’850 € 
46019;Alcúdia, l';12’190;567.8; 30’550 € 
46020;Alcúdia de Crespins, l';5’140;476.5; 26’150 € 
46021;Aldaia;32’310;611.4; 28’250 € 
46022;Alfafar;21’490;958.2; 25’750 € 
46023;Alfauir;470;257.1; 28’500 € 
46024;Alfara de la Baronia;590;0; 24’800 € 
46025;Alfara del Patriarca;3’290;284.5; 29’700 € 
46026;Alfarp;1’560;0; 28’650 € 
46027;Alfarrasí;1’210;0; 27’850 € 
46028;Algar de Palancia;500;300.6; 28’950 € 
46029;Algemesí;27’310;300.4; 29’300 € 
46030;Algimia de Alfara;1’080;269; 30’100 € 
46031;Alginet;13’940;170.1; 28’250 € 
46032;Almàssera;7’430;280.2; 31’300 € 
46033;Almiserà;260;0; 25’450 € 
46034;Almoines;2’530;0; 28’250 € 
46035;Almussafes;8’980;354.9; 35’100 € 
46036;Alpuente;660;136.8; 23’450 € 
46037;Alqueria de la Comtessa, l';1’480;2204.1; 31’150 € 
46038;Andilla;310;0; 24’100 € 
46039;Anna;2’630;166.7; 26’400 € 
46040;Antella;1’130;0; 26’100 € 
46041;Aras de los Olmos;370;0; 25’700 € 
46042;Aielo de Malferit;4’590;52; 30’350 € 
46043;Aielo de Rugat;160;0; 36’200 € 
46044;Ayora;5’220;347.7; 26’150 € 
46045;Barxeta;1’610;68.4; 28’250 € 
46046;Barx;1’350;273.3; 25’850 € 
46047;Bèlgida;650;107; 25’200 € 
46048;Bellreguard;4’630;382.4; 27’200 € 
46049;Bellús;310;0; 23’150 € 
46050;Benagéber;180;0; 25’250 € 
46051;Benaguasil;11’370;352.9; 26’500 € 
46052;Benavites;650;153.1; 26’750 € 
46053;Beneixida;640;234.7; 31’450 € 
46054;Benetússer;15’350;211.9; 27’500 € 
46055;Beniarjó;1’780;47.8; 27’600 € 
46056;Beniatjar;210;0; 25’750 € 
46057;Benicolet;590;0; 24’300 € 
46058;Benifairó de les Valls;2’270;0; 26’450 € 
46059;Benifairó de la Valldigna;1’540;139.4; 29’500 € 
46060;Benifaió;11’970;229.5; 30’700 € 
46061;Beniflá;460;0; 27’700 € 
46062;Benigànim;5’740;283.7; 27’500 € 
46063;Benimodo;2’250;31.1; 29’650 € 
46064;Benimuslem;650;0; 27’150 € 
46065;Beniparrell;2’020;123.5; 32’650 € 
46066;Benirredrà;1’550;0; 39’300 € 
46067;Benisanó;2’330;128.1; 28’350 € 
46068;Benissoda;440;0; 29’150 € 
46069;Benisuera;180;0; 24’200 € 
46070;Bétera;25’420;289.6; 40’450 € 
46071;Bicorp;530;512.3; 22’400 € 
46072;Bocairent;4’100;271.6; 28’750 € 
46073;Bolbaite;1’340;284.4; 25’350 € 
46074;Bonrepòs i Mirambell;3’780;0; 30’900 € 
46075;Bufali;160;0; 27’400 € 
46076;Bugarra;730;109.9; 24’400 € 
46077;Buñol;9’440;274.1; 29’650 € 
46078;Burjassot;38’710;301.3; 27’350 € 
46079;Calles;370;0; 22’350 € 
46080;Camporrobles;1’200;91.4; 21’550 € 
46081;Canals;13’260;222.2; 27’050 € 
46082;Canet d'En Berenguer;6’810;467; 35’350 € 
46083;Carcaixent;20’500;634.5; 27’750 € 
46084;Càrcer;1’790;145; 28’100 € 
46085;Carlet;15’850;290.1; 28’600 € 
46086;Carrícola;100;0; 25’700 € 
46087;Casas Altas;130;0; 18’950 € 
46088;Casas Bajas;160;0; 17’550 € 
46089;Casinos;2’880;103.8; 27’350 € 
46090;Castelló de Rugat;2’320;355.8; 26’800 € 
46091;Castellonet de la Conquesta;140;0; 38’100 € 
46092;Castielfabib;300;0; 18’550 € 
46093;Catadau;2’850;931.5; 26’300 € 
46094;Catarroja;28’510;212.1; 30’200 € 
46095;Caudete de las Fuentes;700;281; 22’700 € 
46096;Cerdà;340;0; 24’800 € 
46097;Cofrentes;1’120;0; 33’550 € 
46098;Corbera;3’090;372.7; 26’400 € 
46099;Cortes de Pallás;760;0; 26’150 € 
46100;Cotes;330;0; 26’750 € 
46101;Quart de les Valls;1’050;0; 29’050 € 
46102;Quart de Poblet;25’040;220.1; 27’950 € 
46103;Quartell;1’640;0; 33’300 € 
46104;Quatretonda;2’150;163.1; 28’150 € 
46105;Cullera;22’710;670.4; 26’300 € 
46106;Chelva;1’580;118.1; 25’300 € 
46107;Chella;2’440;836.7; 23’350 € 
46108;Chera;490;0; 19’900 € 
46109;Cheste;8’870;520.9; 29’050 € 
46110;Xirivella;30’210;526.7; 27’100 € 
46111;Chiva;15’770;159.2; 32’750 € 
46112;Chulilla;700;0; 22’300 € 
46113;Daimús;3’280;496.2; 28’700 € 
46114;Domeño;670;0; 29’400 € 
46115;Dos Aguas;310;0; 23’650 € 
46116;Eliana, l';18’210;1030.8; 43’400 € 
46117;Emperador;720;0; 31’300 € 
46118;Enguera;4’780;202.6; 28’000 € 
46119;Ènova, l';910;0; 27’300 € 
46120;Estivella;1’490;221.3; 31’550 € 
46121;Estubeny;110;0; 23’400 € 
46122;Faura;3’560;206.4; 27’300 € 
46123;Favara;2’560;121; 26’550 € 
46124;Fontanars dels Alforins;960;0; 28’200 € 
46125;Fortaleny;1’010;0; 28’800 € 
46126;Foios;7’500;451.6; 32’650 € 
46127;Font d'En Carròs, la;3’790;321.4; 25’850 € 
46128;Font de la Figuera, la;2’020;175.3; 25’050 € 
46129;Fuenterrobles;690;158.5; 20’400 € 
46130;Gavarda;1’030;96.6; 27’300 € 
46131;Gandia;75’970;611.4; 27’950 € 
46132;Genovés;2’780;75.5; 27’900 € 
46133;Gestalgar;540;0; 28’000 € 
46134;Gilet;3’500;269.4; 32’550 € 
46135;Godella;13’020;258.5; 45’150 € 
46136;Godelleta;3’720;94.2; 28’700 € 
